SF	Freq	Lemma	Segmentation	Analysis
állatkertet	1	állatker	állatker-t-et	állatker-ACC-ACC
mosogatni	1	mosogat	mosogat-ni	V-NFIN
karláncodat	1	karlánc	karlánc-od-at	karlánc-PSS2S-ACC
tudlak	1	tud	tud-lak	V-IND.PRS.LGSPEC1.1.SG
lát	17	lát	lát	V.IND.PRS.INDF.3.SG
olvass	1	olvas	olvas-j	V-SBJV.PRS.INDF.2.SG
jele	1	jel	jel-e	N.NOM-PSS3S.SG
ringatott	1	ringat	ringat-ott	V-IND.PST.INDF.3.SG
teknős	8	teknős	teknős	N.NOM.SG
próbáltam	2	próbál	próbál-tam	V-IND.PST.INDF.1.SG
kanyarogni	1	kanyarog	kanyarog-ni	V-NFIN
zseblámpát	6	zseblámpa	zseblámpa-t	N.SG-ACC
megehetem	1	megeh	megeh-e-tem	megeh-PSS3S-IND.PST.DEF.1.SG
egerek	5	egér	egér-ek	N.NOM-PL
várunk	3	várunk	várunk	N.NOM.SG
nemjött	1	nem	nem-j-ött	N.NOM-SBJV.PRS.INDF.2.SG-V.PTCP.PST
sokat	68	sok	sok-at	ADJ.SG-ACC
kérdezhetek	2	kérdezh	kérdezh-etek	kérdezh-PSS2P
ülnet	1	ül	ül-n-et	V.IND.PRS.INDF.3.SG-ON+ESS-ACC
barlangbe	2	barlang	barlang-be	N.NOM-IN+ALL
karamell	1	karamell	karamell	N.NOM.SG
kezeid	2	kéz	kéz-eid	N.NOM-PSS2S.PL
bajikaval	1	baj	baj-ik-a-val	N.NOM-PSS3P.PL-PSS3S-INST
margit	1	margit	margit	N.NOM.SG
kivisszük	1	kivisz	kivisz-jük	V-IND.PRS.DEF.1.PL
halacskát	139	halacská	halacská-t	halacská-ACC
fogadjatok	1	fogad	fogad-jatok	V-SBJV.PRS.INDF.2.PL
babáknak	6	baba	baba-k-nak	N-PL-DAT.SG
bír	5	bír	bír	V.IND.PRS.INDF.3.SG
hónaljadban	1	hónalj	hónalj-ad-ban	N.NOM-PSS2S.SG-IN+ESS
téka	1	té	té-k-a	N.NOM-PL-PSS3S
gyertek	25	gyer	gyer-tek	gyer-IND.PST.INDF.3.PL
sírhatnak	1	sír	sír-hat-nak	V.IND.PRS.INDF.3.SG-POT-DAT
kavard	1	kavar	kavar-d	V-SBJV.PRS.DEF.2.SG
harap	25	harap	harap	V.IND.PRS.INDF.3.SG
mamival	1	ma	ma-m-i-val	N.NOM-PSS1S-PSS3S.PL-INST
rozsát	2	rozsá	rozsá-t	rozsá-ACC
legalul	2	legal	legal-ul	legal-BYWAY
keresgéld	1	keresgél	keresgél-d	V-SBJV.PRS.DEF.2.SG
tele	23	tele	tele	N.NOM.SG
kanállal	9	kanál	kanál-val	N.SG-INST
bedobtam	4	bedob	bedob-tam	V-IND.PST.INDF.1.SG
papírra	7	papír	papír-ra	N.SG-ON+ALL
visszajöttem	5	vissza	vissza-j-öttem	N.NOM-SBJV.PRS.INDF.2.SG-IND.PST.INDF.1.SG
elrejt	1	elrejt	elrejt	V.IND.PRS.INDF.3.SG
orracskádat	1	orracská	orracská-d-at	orracská-PSS2S-ACC
vödörke	1	vödör	vödör-k-e	N.NOM-PL-PSS3S
gyurinak	2	gyuri	gyuri-nak	N.SG-DAT.SG
feküdjek	2	fekszik	feküd-jek	V-SBJV.PRS.INDF.1.SG
szoktatok	2	szokik	szok-tatok	V-IND.PST.INDF.2.PL
toronnyal	1	torony	torony-val	N.SG-INST
szoktam	6	szokik	szok-tam	V-IND.PST.INDF.1.SG
takarót	25	takaró	takaró-t	N.SG-ACC
segíthetek	1	segíth	segíth-etek	segíth-PSS2P
alkatrészei	1	alkatrész	alkatrész-ei	N.NOM-PSS3S.PL
hálózsákba	2	hálózsák	hálózsák-ba	N.SG-IN+ALL
hívták	5	hív	hív-ták	V-IND.PST.DEF.3.PL
beszéltük	1	beszél	beszél-tük	V-IND.PST.DEF.1.PL
harisnya	4	harisnya	harisnya	N.NOM.SG
bezárjuk	4	bezár	bezár-juk	V-IND.PRS.DEF.1.PL
felállás	1	feláll	feláll-ás	V-V.MSDR
darabkáját	1	darabkájá	darabkájá-t	darabkájá-ACC
mossak	2	mos	mos-jak	V-SBJV.PRS.INDF.1.SG
nagymamamáékhoz	1	nagymamamá	nagymamamá-é-k-hoz	nagymamamá-PSS4S-PL-AT+ALL
lukba	2	luk	luk-ba	N.SG-IN+ALL
jajaj	2	jaj	jaj-a-j	N.NOM-PSS3S-SBJV.PRS.INDF.2.SG
csípni	1	csíp	csíp-ni	V-NFIN
p	4	p	p	N.NOM.SG
kabátkát	1	kabátká	kabátká-t	kabátká-ACC
menájt	1	m	m-e-ná-j-t	N.NOM-PSS3S-COND.PRS.DEF.3.SG-SBJV.PRS.INDF.2.SG-ACC
játékosztálynak	1	játékosztály	játékosztály-nak	játékosztály-DAT
kapjon	1	kap	kap-jon	V-SBJV.PRS.INDF.3.SG
oktondi	1	ok	ok-t-on-d-i	N.NOM-ACC-ON+ESS-PSS2S-PSS3S.PL
könyökölsz	1	könyököl	könyököl-sz	V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG.asz
kicsim	6	kicsi	kicsi-m	ADJ.SG-PSS1S
csendes	2	csendes	csendes	N.NOM.SG
közepes	1	közepes	közepes	N.NOM.SG
pankára	1	panká	panká-ra	panká-ON+ALL
távirányító	1	távirányító	távirányító	N.NOM.SG
mássz	14	mászik	mász-j	V-SBJV.PRS.INDF.2.SG
szeleteled	1	szeletel	szeletel-ed	V-IND.PRS.DEF.2.SG
moncsival	16	moncsi	moncsi-val	N.SG-INST
gyerkek	1	gyer	gyer-k-ek	gyer-PL-PL
kasztam	1	kaszt	kaszt-am	N.NOM-PSS1S.SG
tizennegyedikén	1	tizennegy	tizennegy-ed-ik-é-n	tizennegy-PSS2S-PSS3P.PL-PSS4S-ON+ESS
hányadik	1	hány	hány-ad-ik	V.IND.PRS.INDF.3.SG-PSS2S.SG-PSS3P.PL
rajzold	4	rajzol	rajzol-d	V-SBJV.PRS.DEF.2.SG
lapozzunk	1	lapoz	lapoz-junk	V-SBJV.PRS.INDF.1.PL
cumije	1	cumi	cumi-je	N.NOM-PSS3S
megpuszilta	2	megpuszil	megpuszil-ta	megpuszil-IND.PST.DEF.3.SG
labdák	3	labda	labda-k	N.NOM-PL
járni	2	jár	jár-ni	V-NFIN
árbóca	1	árbóc	árbóc-a	N.NOM-PSS3S.SG
versek	1	vers	vers-ek	N.NOM-PL
égéré	1	égér	égér-é	égér-PSS4S
párizsban	1	párizs	párizs-ban	N.SG-IN+ESS
rajzoltatok	2	rajzol	rajzol-tatok	V-IND.PST.INDF.2.PL
száradnia	1	szárad	szárad-nia	V-NFIN.3.SG
megérkezett	1	megérkezik	megérkez-ett	V-IND.PST.INDF.3.SG
fogója	1	fogó	fogó-ja	N.NOM-PSS3S.SG
egymás	11	egy	egy-m-ás	N.NOM-PSS1S-V.MSDR
mutat	3	mutat	mutat	V.IND.PRS.INDF.3.SG
raktam	4	rak	rak-tam	V-IND.PST.INDF.1.SG
álmodj	1	álmodik	álmod-j	V-SBJV.PRS.INDF.2.SG
kasza	1	kasza	kasza	N.NOM.SG
polcra	4	polc	polc-ra	N.SG-ON+ALL
billenő	1	billen	billen-ő	V-V.PTCP.PRS
klasszat	1	klassz	klassz-at	ADJ.SG-ACC
beleférni	2	belefér	belefér-ni	belefér-NFIN
szólnál	2	szól	szól-nál	V-COND.PRS.INDF.2.SG
hintaszékkel	1	hintaszék	hintaszék-vel	N.SG-INST
kisbabának	4	kisbaba	kisbaba-nak	N.SG-DAT.SG
bajuszomat	1	bajusz	bajusz-om-at	N.NOM-PSS1S-ACC
maradunk	2	marad	marad-unk	V-IND.PRS.INDF.1.PL
anyucit	1	anyuc	anyuc-i-t	anyuc-PSS3S.PL-ACC
apucit	5	apuc	apuc-i-t	apuc-PSS3S.PL-ACC
közlekedjen	1	közlekedik	közleked-jen	V-SBJV.PRS.INDF.3.SG
mosakodni	2	mosakodik	mosakod-ni	V-NFIN
szerencse	3	szerencse	szerencse	N.NOM.SG
megnézhetem	1	megnézh	megnézh-e-tem	megnézh-PSS3S-IND.PST.DEF.1.SG
varrta	1	varr	varr-ta	V-IND.PST.DEF.3.SG
éjszaka	5	éjszaka	éjszaka	N.NOM.SG
dobált	2	dobál	dobál-t	V-IND.PST.INDF.3.SG
morzsákba	1	morzsá	morzsá-k-ba	morzsá-PL-IN+ALL
ój	1	ó	ó-j	V-SBJV.PRS.INDF.2.SG
országba	1	ország	ország-ba	N.SG-IN+ALL
megeheti	3	meg	meg-e-het-i	meg-PSS3S-POT-PSS3S.PL
nadrágja	4	nadrág	nadrág-ja	N.NOM-PSS3S.SG
csere	1	csere	csere	N.NOM.SG
gyertyánál	1	gyertya	gyertya-nál	N.SG-AT+ESS
boboka	2	bob	bob-ok-a	N.NOM-PL-PSS3S
beleltt	1	belel	belel-tt	belel-V.PTCP.PST
kívánok	13	kíván	kíván-ok	V-IND.PRS.INDF.1.SG
mulassanak	1	mulat	mulat-janak	V-SBJV.PRS.INDF.3.PL
alvót	1	alvó	alvó-t	N.SG-ACC
fogdossák	1	fogdossá	fogdossá-k	fogdossá-PL
mászni	15	mászik	mász-ni	V-NFIN
fújni	9	fúj	fúj-ni	V-NFIN
megcsinálni	15	megcsinál	megcsinál-ni	V-NFIN
összerakom	2	összerak	összerak-om	V-IND.PRS.DEF.1.SG
hallottam	3	hall	hall-ottam	V-IND.PST.INDF.1.SG
letenni	5	letesz	letesz-nni	V-NFIN
pakkoljunk	1	p	p-ak-k-ol-junk	N.NOM-PL-PL-IND.PRS.INDF.2.SG.Ol-SBJV.PRS.INDF.1.PL
tányérral	2	tányér	tányér-val	N.SG-INST
kisujja	1	kisu	kisu-j-ja	kisu-SBJV.PRS.INDF.2.SG-PSS3S
hátán	6	hát	hát-a-n	N.SG-PSS3S-ON+ESS
többi	28	többi	többi	N.NOM.SG
táncikálsz	1	táncikál	táncikál-sz	táncikál-IND.PRS.INDF.2.SG.asz
gulyás	1	gulyás	gulyás	N.NOM.SG
kockával	6	kocka	kocka-val	N.SG-INST
engedélyek	1	engedély	engedély-ek	N.NOM-PL
földalattit	2	földalatti	földalatti-t	ADJ.SG-ACC
hékás	3	hé	hé-k-ás	N.NOM-PL-V.MSDR
nézünk	1	néz	néz-ünk	V-IND.PRS.INDF.1.PL
összegyrted	1	összegyr	összegyr-ted	összegyr-IND.PST.DEF.2.SG
fogócskázni	1	fogócskáz	fogócskáz-ni	fogócskáz-NFIN
kimész	1	kimegy	kimegy-sz	V-IND.PRS.INDF.2.SG.asz
tanáti	1	taná	taná-t-i	taná-ACC-PSS3S.PL
fejetek	1	fej	fej-etek	N.NOM-PSS2P.SG
gombokat	2	gomb	gomb-ok-at	N.NOM-PL-ACC
találjam	2	talál	talál-jam	V-SBJV.PRS.DEF.1.SG
kókuszdióval	1	kókuszdió	kókuszdió-val	N.SG-INST
lássam	6	lát	lát-jam	V-SBJV.PRS.DEF.1.SG
babák	32	baba	baba-k	N.NOM-PL
párduc	12	párduc	párduc	N.NOM.SG
karom	1	kar	kar-om	N.NOM-PSS1S.SG
megfésülni	2	megf	megf-és-ül-ni	megf-V.MSDR-BYWAY-NFIN
kapitányba	1	kapitány	kapitány-ba	N.SG-IN+ALL
nyelvemet	1	nyelve	nyelve-m-et	N.SG-PSS1S-ACC
válassz	1	választ	választ-j	V-SBJV.PRS.INDF.2.SG
vész	1	vész	vész	N.NOM.SG
pusziljak	1	puszil	puszil-jak	V-SBJV.PRS.INDF.1.SG
anyuék	3	anyu	anyu-é-k	N.NOM-PSS4S-PL
karkótöt	1	kar	kar-k-ó-t-öt	N.NOM-PL-V.PTCP.PRS-ACC-ACC
eszkimó	2	esz	esz-k-im-ó	N.NOM-PL-PSS1S.PL-V.PTCP.PRS
egyenlöre	1	egyenlö	egyenlö-re	egyenlö-ON+ALL
vesszőcske	9	vesszőcs	vesszőcs-k-e	vesszőcs-PL-PSS3S
pipám	10	pipa	pipa-m	N.NOM-PSS1S.SG
ejje	39	ejj	ejj-e	N.NOM-PSS3S.SG
tanul	3	tanul	tanul	V.IND.PRS.INDF.3.SG
oldani	1	old	old-ani	V-NFIN
csik	7	csi	csi-k	N.NOM-PL
keres	10	keres	keres	V.IND.PRS.INDF.3.SG
mossa	3	mos	mos-ja	V-IND.PRS.DEF.3.SG
napocska	5	napocs	napocs-k-a	napocs-PL-PSS3S
látszol	13	látszik	látsz-ol	V-IND.PRS.INDF.2.SG.Ol
vörös	1	vörös	vörös	N.NOM.SG
kiraktad	1	kirak	kirak-tad	V-IND.PST.DEF.2.SG
esel	4	esik	es-el	V-IND.PRS.INDF.2.SG.Ol
mókuska	9	mókus	mókus-k-a	N.NOM-PL-PSS3S
készítjük	2	készít	készít-jük	V-IND.PRS.DEF.1.PL
emlékeznek	1	emlékezik	emlékez-nek	V-IND.PRS.INDF.3.PL
cseréljük	2	cserél	cserél-jük	V-IND.PRS.DEF.1.PL
odaadsz	1	odaad	odaad-sz	V-IND.PRS.INDF.2.SG.asz
meszzire	1	meszz	meszz-i-re	meszz-PSS3S.PL-ON+ALL
abroszra	1	abrosz	abrosz-ra	N.SG-ON+ALL
kezddik	2	kezd	kezd-d-ik	V.IND.PRS.INDF.3.SG-PSS2S-PSS3P.PL
cumika	2	cumi	cumi-k-a	N.NOM-PL-PSS3S
guggolj	1	gugg	gugg-ol-j	gugg-IND.PRS.INDF.2.SG.Ol-SBJV.PRS.INDF.2.SG
édesanyukád	1	édesanyuká	édesanyuká-d	édesanyuká-PSS2S
rontsd	4	ront	ront-d	V-SBJV.PRS.DEF.2.SG
tönkrement	1	tönkr	tönkr-em-en-t	tönkr-PSS1S-ON+ESS-ACC
elolvasom	1	elolvas	elolvas-om	V-IND.PRS.DEF.1.SG
nézegetjük	1	nézeget	nézeget-jük	V-IND.PRS.DEF.1.PL
becsukjük	1	becsuk	becsuk-jük	V.IND.PRS.INDF.3.SG-PSS3P
számítógépünket	1	számítógép	számítógép-ünk-et	N.NOM-PSS1P-ACC
buszon	1	busz	busz-on	N.SG-ON+ESS
gyógyuljon	1	gyógyul	gyógyul-jon	V-SBJV.PRS.INDF.3.SG
lesöpörtem	1	lesöpör	lesöpör-tem	lesöpör-IND.PST.DEF.1.SG
szádban	2	száj	száj-d-ban	N.SG-PSS2S-IN+ESS
iszonyatosan	2	iszonyatos	iszonyatos-a-n	ADJ.SG-PSS3S-ON+ESS
jobban	30	jobb	jobb-ban	N.SG-IN+ESS
kalapját	1	kalapjá	kalapjá-t	kalapjá-ACC
pokrocra	2	pokroc	pokroc-ra	pokroc-ON+ALL
eldobom	10	eldob	eldob-om	V-IND.PRS.DEF.1.SG
férünk	1	fér	fér-ünk	V-IND.PRS.INDF.1.PL
segítenék	1	segít	segít-enék	V-COND.PRS.INDF.1.SG
megragasztani	3	megrag	megrag-asz-t-ani	megrag-IND.PRS.INDF.2.SG.asz-ACC-NFIN
húsikát	1	húsiká	húsiká-t	húsiká-ACC
csörög	2	csörög	csörög	V.IND.PRS.INDF.3.SG
fene	1	fene	fene	N.NOM.SG
puszikát	2	pusziká	pusziká-t	pusziká-ACC
mozgólépcsövön	1	mozgólépcsöv	mozgólépcsöv-ön	mozgólépcsöv-ON+ESS
rosszalkodik	7	rosszal	rosszal-k-od-ik	rosszal-PL-PSS2S-PSS3P.PL
megengedni	1	megenged	megenged-ni	V-NFIN
izzadság	1	izzadság	izzadság	N.NOM.SG
ajtót	39	ajtó	ajtó-t	N.SG-ACC
keverjed	1	kever	kever-jed	V.IND.PRS.INDF.3.SG-SBJV.PRS.DEF.2.SG
értem	26	ér	ér-tem	V-IND.PST.INDF.1.SG
alj	1	alj	alj	N.NOM.SG
hőemelkedésed	1	hő	hő-em-el-k-ed-és-ed	N.NOM-PSS1S-IND.PRS.INDF.2.SG.Ol-PL-PSS2S-V.MSDR-PSS2S
szemedre	1	szeme	szeme-d-re	N.SG-PSS2S-ON+ALL
válasszuk	1	választ	választ-juk	V-SBJV.PRS.DEF.1.PL
levegyek	1	levesz	levesz-jek	V-SBJV.PRS.INDF.1.SG
kéldezel	1	kéldez	kéldez-el	kéldez-IND.PRS.INDF.2.SG.Ol
fölmászni	8	fölmá	fölmá-sz-ni	fölmá-IND.PRS.INDF.2.SG.asz-NFIN
szeletlek	2	szelet	szelet-lek	N.NOM-IND.PRS.LGSPEC1.1.SG
kedveli	1	kedvel	kedvel-i	V-IND.PRS.DEF.3.SG.i
feltartja	1	feltart	feltart-ja	V-IND.PRS.DEF.3.SG
köti	14	köt	köt-i	V-IND.PRS.DEF.3.SG.i
ebben	57	eb	eb-ben	N.SG-IN+ESS
maradj	13	marad	marad-j	V-SBJV.PRS.INDF.2.SG
mennyire	2	menny	menny-i-re	N.NOM-PSS3S.PL-ON+ALL
megeszi	32	meg	meg-e-sz-i	meg-PSS3S-IND.PRS.INDF.2.SG.asz-PSS3S.PL
nyitva	7	nyit	nyit-va	V-V.CVB
melegen	2	meleg	meleg-en	N.SG-ON+ESS
beleesek	1	belees	belees-ek	belees-PL
gombolod	2	gomb	gomb-ol-od	N.NOM-IND.PRS.INDF.2.SG.Ol-PSS2S
törjen	1	tör	tör-jen	V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.3.SG
legjobb	11	legjobb	legjobb	ADJ.NOM.SG
előle	3	elől	elől-e	elől-PSS3S
kiszolgállak	1	kiszolgál	kiszolgál-lak	kiszolgál-IND.PRS.LGSPEC1.1.SG
császár	6	császár	császár	N.NOM.SG
kérni	2	kér	kér-ni	V-NFIN
vadnyulak	1	vadnyu	vadnyu-lak	vadnyu-IND.PRS.LGSPEC1.1.SG
obi	1	obi	obi	N.NOM.SG
képek	4	kép	kép-ek	N.NOM-PL
gondozónk	1	gondoz	gondoz-ó-nk	V.IND.PRS.INDF.3.SG-V.PTCP.PRS-PSS1P
szólhat	1	szól	szól-hat	V-POT
ujjaidat	1	ujj	ujj-aid-at	N.NOM-PSS2S.PL-ACC
beletettem	2	bele	bele-t-ettem	N.SG-ACC-IND.PST.DEF.1.SG
cérnát	2	cérna	cérna-t	N.SG-ACC
cirkuszban	1	cirkusz	cirkusz-ban	N.SG-IN+ESS
melegedni	1	melegszik	meleged-ni	V-NFIN
pocakodat	4	pocak	pocak-od-at	N.NOM-PSS2S-ACC
meghívom	2	meghív	meghív-om	V-IND.PRS.DEF.1.SG
falevél	1	falevél	falevél	N.NOM.SG
tűzhelyen	1	tűzhely	tűzhely-en	N.SG-ON+ESS
gőzös	2	gőzös	gőzös	N.NOM.SG
számot	1	száj	száj-m-ot	N.SG-PSS1S-ACC
anyukájával	2	anyukájá	anyukájá-val	anyukájá-INST
prima	1	pr	pr-im-a	pr-PSS1S.PL-PSS3S
telefon	42	telefon	telefon	N.NOM.SG
megjönnek	1	meg	meg-jön-nek	meg-SBJV.PRS.INDF.3.SG-DAT
nyomtad	1	nyom	nyom-tad	V-IND.PST.DEF.2.SG
betesztem	1	betesz	betesz-tem	V.IND.PRS.INDF.3.SG-IND.PST.DEF.1.SG
átmegy	11	átmegy	átmegy	V.IND.PRS.INDF.3.SG
farmer	2	farmer	farmer	N.NOM.SG
vakard	2	vakar	vakar-d	V-SBJV.PRS.DEF.2.SG
kártyával	3	kártya	kártya-val	N.SG-INST
fiókokat	1	fiók	fiók-ok-at	N.NOM-PL-ACC
lapra	1	lap	lap-ra	N.SG-ON+ALL
gujult	1	gu	gu-j-ul-t	gu-SBJV.PRS.INDF.2.SG-BYWAY-ACC
rozsdás	2	rozsdás	rozsdás	ADJ.NOM.SG
mejnünk	1	m	m-e-j-nünk	N.NOM-PSS3S-SBJV.PRS.INDF.2.SG-NFIN.1.PL
gondozza	1	gondoz	gondoz-ja	V-IND.PRS.DEF.3.SG
résszel	1	rész	rész-vel	N.SG-INST
szemétládába	1	szemétládá	szemétládá-ba	szemétládá-IN+ALL
gyermek	2	gyer	gyer-m-ek	gyer-PSS1S-PL
kisasszony	2	kisasszony	kisasszony	N.NOM.SG
másikat	58	más	más-ik-at	ADJ.NOM.SG-PSS3P.PL-ACC
barbi	1	barbi	barbi	N.NOM.SG
bármi	1	bár	bár-m-i	N.NOM-PSS1S-PSS3S.PL
imádom	1	imád	imád-om	V-IND.PRS.DEF.1.SG
micsodája	1	micsoda	micsoda-ja	N.NOM-PSS3S.SG
lurkó	8	lurkó	lurkó	N.NOM.SG
ígérd	1	ígér	ígér-d	V-SBJV.PRS.DEF.2.SG
tudta	7	tud	tud-ta	V-IND.PST.DEF.3.SG
mokort	1	mokor	mokor-t	mokor-ACC
papucstornyot	1	papucstorny	papucstorny-ot	papucstorny-ACC
kanga	16	kang	kang-a	kang-PSS3S
betörővel	1	betörő	betörő-vel	N.SG-INST
tányérom	7	tányér	tányér-om	N.NOM-PSS1S.SG
csipett	1	csipet	csipet-t	N.NOM-ACC
melegben	1	meleg	meleg-ben	N.SG-IN+ESS
egyik	56	egy	egy-ik	N.NOM-PSS3P.PL
fejem	8	fej	fej-em	N.NOM-PSS1S.SG
húsnak	2	hús	hús-nak	N.SG-DAT.SG
seper	6	seper	seper	V.IND.PRS.INDF.3.SG
párnára	2	párna	párna-ra	N.SG-ON+ALL
kérdezgesd	1	kérdezges	kérdezges-d	kérdezges-PSS2S
kitörik	1	kitör	kitör-ik	V-IND.PRS.DEF.3.PL.ik
tetete	2	tetet	tetet-e	V.IND.PRS.INDF.3.SG-PSS3S
karkötöt	10	kar	kar-k-öt-öt	N.NOM-PL-ACC-ACC
törülni	1	tör	tör-ül-ni	V.IND.PRS.INDF.3.SG-BYWAY-NFIN
kacska	1	kacs	kacs-k-a	N.NOM-PL-PSS3S
ormányába	1	ormányá	ormányá-ba	ormányá-IN+ALL
kenyértől	2	kenyér	kenyér-től	N.SG-AT+ABL
csikmik	1	csi	csi-k-m-ik	N.NOM-PL-PSS1S-PSS3P.PL
nyomd	19	nyom	nyom-d	V-SBJV.PRS.DEF.2.SG
fölvesz	2	föl	föl-ve-sz	N.NOM-V.CVB-IND.PRS.INDF.2.SG.asz
testvérét	1	testvér	testvér-é-t	N.NOM-PSS4S-ACC
ágyban	16	ágy	ágy-ban	N.SG-IN+ESS
megláttad	1	meglát	meglát-tad	V-IND.PST.DEF.2.SG
háromféle	1	háromféle	háromféle	ADJ.NOM.SG
alacsonyak	1	alacsony	alacsony-ak	ADJ.NOM-PL
hoznánk	1	hoz	hoz-nánk	V-COND.PRS.INDF.1.PL
pontosan	5	pontos	pontos-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
abbahagyja	1	abbahagy	abbahagy-ja	V-IND.PRS.DEF.3.SG
jelentkező	1	jelentkező	jelentkező	N.NOM.SG
adták	2	ad	ad-ták	V-IND.PST.DEF.3.PL
édesek	2	édes	édes-ek	ADJ.NOM-PL
melegem	3	meleg	meleg-em	N.NOM-PSS1S.SG
lejött	3	lej	lej-ött	N.NOM-V.PTCP.PST
bolond	2	bolond	bolond	N.NOM.SG
megmodjam	1	meg	meg-m-od-jam	meg-PSS1S-PSS2S-SBJV.PRS.DEF.1.SG
rosszalkodtam	1	rosszal	rosszal-k-od-tam	rosszal-PL-PSS2S-IND.PST.INDF.1.SG
kanalat	18	kanál	kanál-at	N.SG-ACC
kutyája	5	kutya	kutya-ja	N.NOM-PSS3S.SG
fölépítjük	1	fölépí	fölépí-t-jük	fölépí-ACC-PSS3P
féltéle	1	féltél	féltél-e	féltél-PSS3S
beszélget	4	beszélget	beszélget	V.IND.PRS.INDF.3.SG
beteszünk	3	betesz	betesz-ünk	V-IND.PRS.INDF.1.PL
rákok	1	rák	rák-ok	N.NOM-PL
ennyit	1	enny	enny-i-t	N.NOM-PSS3S.PL-ACC
dobálni	4	dobál	dobál-ni	V-NFIN
apucidnak	1	apuc	apuc-id-nak	apuc-PSS2S.PL-DAT
meghalt	23	meghal	meghal-t	V-IND.PST.INDF.3.SG
ényé	1	ény	ény-é	ény-PSS4S
találtál	4	talál	talál-tál	V-IND.PST.INDF.2.SG
bási	1	bás	bás-i	bás-PSS3S.PL
letette	1	letesz	letesz-tte	V-IND.PST.DEF.3.SG
vigyen	3	visz	visz-jen	V-SBJV.PRS.INDF.3.SG
nyomod	5	nyom	nyom-od	N.NOM-PSS2S.SG
csicsija	4	csics	csics-i-ja	csics-PSS3S.PL-PSS3S
helyette	1	hely	hely-ette	N.NOM-IND.PST.DEF.3.SG
közbe	6	köz	köz-be	N.SG-IN+ALL
leány	1	leány	leány	N.NOM.SG
belészortál	1	belészor	belészor-tál	belészor-IND.PST.INDF.2.SG
fürödtél	4	fürdik	fürd-tél	V-IND.PST.INDF.2.SG
várják	3	vár	vár-ják	V-IND.PRS.DEF.3.PL
szappant	11	szappan	szappan-t	N.SG-ACC
melyiktök	1	mely	mely-ik-tök	mely-PSS3P.PL-PSS2P
mozgólépcsön	1	mozgólépcs	mozgólépcs-ön	mozgólépcs-ON+ESS
elmeséled	5	elmesél	elmesél-ed	elmesél-PSS2S
család	1	csalá	csalá-d	csalá-PSS2S
fánk	2	fánk	fánk	N.NOM.SG
adomneked	1	ad	ad-om-nek-ed	V.IND.PRS.INDF.3.SG-PSS1S-DAT-PSS2S
papucsokat	1	papucs	papucs-ok-at	N.NOM-PL-ACC
kalács	2	kalács	kalács	N.NOM.SG
török	8	török	török	N.NOM.SG
elindítjuk	1	elindít	elindít-juk	V-IND.PRS.DEF.1.PL
csinálta	15	csinál	csinál-ta	V-IND.PST.DEF.3.SG
kerekre	1	kerek	kerek-re	ADJ.SG-ON+ALL
picikék	1	pici	pici-k-é-k	ADJ.SG-PL-PSS4S-PL
megvolt	1	megv	megv-ol-t	megv-IND.PRS.INDF.2.SG.Ol-ACC
lesöpörték	1	lesöpör	lesöpör-ték	lesöpör-IND.PST.DEF.3.PL
jánost	2	jános	jános-t	N.SG-ACC
visszadugod	2	visszadug	visszadug-od	visszadug-PSS2S
pingvin	51	pingvin	pingvin	N.NOM.SG
szoktuk	2	szokik	szok-tuk	V-IND.PST.DEF.1.PL
cumiért	1	cumi	cumi-ért	N.SG-PRP
ablak	54	ablak	ablak	N.NOM.SG
kómának	1	kóma	kóma-nak	N.SG-DAT.SG
kutyafáját	2	kutyafájá	kutyafájá-t	kutyafájá-ACC
lő	1	lő	lő	V.IND.PRS.INDF.3.SG
löktek	1	lök	lök-tek	V-IND.PST.INDF.3.PL
arcocskádra	1	arcocská	arcocská-d-ra	arcocská-PSS2S-ON+ALL
belepottyantál	1	belepotty	belepotty-a-n-tál	belepotty-PSS3S-ON+ESS-IND.PST.INDF.2.SG
motorok	1	motor	motor-ok	N.NOM-PL
ravaszul	1	ravasz	ravasz-ul	ADJ.SG-BYWAY
babfözelék	2	babföz	babföz-el-é-k	babföz-IND.PRS.INDF.2.SG.Ol-PSS4S-PL
integet	4	integet	integet	V.IND.PRS.INDF.3.SG
gyomrom	6	gyomor	gyomor-om	N.NOM-PSS1S.SG
mentökocsi	2	mentökocs	mentökocs-i	mentökocs-PSS3S.PL
telefonban	1	telefon	telefon-ban	N.SG-IN+ESS
szedjünk	5	szed	szed-jünk	V-SBJV.PRS.INDF.1.PL
megyunk	1	megy	megy-unk	V.IND.PRS.INDF.3.SG-PSS1P
megfújtuk	2	megfú	megfú-j-tuk	megfú-SBJV.PRS.INDF.2.SG-IND.PST.DEF.1.PL
vízet	1	víz	víz-et	N.NOM-ACC
dolgát	1	dolga	dolga-t	N.SG-ACC
vadállat	5	vadállat	vadállat	N.NOM.SG
vihartól	1	vihar	vihar-tól	N.SG-AT+ABL
mamsi	1	mams	mams-i	mams-PSS3S.PL
addj	1	ad	ad-d-j	V.IND.PRS.INDF.3.SG-PSS2S-SBJV.PRS.INDF.2.SG
lent	16	len	len-t	N.SG-ACC
