SF	Freq	Lemma	Segmentation	Analysis
éred	1	ér	ér-ed	V-IND.PRS.DEF.2.SG
engedett	1	enged	enged-ett	V-IND.PST.INDF.3.SG
benéz	3	benéz	benéz	V.IND.PRS.INDF.3.SG
vacsora	3	vacsora	vacsora	N.NOM.SG
focinak	1	foci	foci-nak	N.SG-DAT.SG
írjuk	4	ír	ír-juk	N.NOM-PSS3P.SG
főztél	1	főz	főz-tél	V-IND.PST.INDF.2.SG
kastélyt	1	kastély	kastély-t	N.SG-ACC
színek	1	szín	szín-ek	N.NOM-PL
csinált	71	csinál	csinál-t	V-IND.PST.INDF.3.SG
összeraktad	4	összerak	összerak-tad	V-IND.PST.DEF.2.SG
kapartad	1	kapar	kapar-tad	V-IND.PST.DEF.2.SG
kakas	29	kakas	kakas	N.NOM.SG
munka	1	munka	munka	N.NOM.SG
visszaveszi	1	visszavesz	visszavesz-i	V-IND.PRS.DEF.3.SG.i
kincsei	2	kincs	kincs-ei	N.NOM-PSS3S.PL
bácsié	35	bácsi	bácsi-é	N.SG-PSS4S
tégla	5	tégla	tégla	N.NOM.SG
gombot	3	gomb	gomb-ot	N.SG-ACC
becsaptad	1	becsap	becsap-tad	V-IND.PST.DEF.2.SG
traktor	49	traktor	traktor	N.NOM.SG
csípd	1	csíp	csíp-d	V-SBJV.PRS.DEF.2.SG
hülyéskedtem	2	hülyéskedik	hülyésked-tem	V-IND.PST.INDF.1.SG
gyerekes	1	gyerekes	gyerekes	ADJ.NOM.SG
legóba	1	legó	legó-ba	N.SG-IN+ALL
görbe	10	görbe	görbe	N.NOM.SG
nyikorog	1	nyikorog	nyikorog	V.IND.PRS.INDF.3.SG
épített	2	épít	épít-ett	V-IND.PST.INDF.3.SG
egyes	1	egyes	egyes	N.NOM.SG
elemért	1	elem	elem-ért	N.SG-PRP
jelent	4	jelen	jelen-t	N.SG-ACC
anita	1	anita	anita	N.NOM.SG
józsinak	1	józsi	józsi-nak	N.SG-DAT.SG
készíteni	1	készít	készít-eni	V-NFIN
unokát	3	unoka	unoka-t	N.SG-ACC
néz	36	néz	néz	V.IND.PRS.INDF.3.SG
giliszta	4	giliszta	giliszta	N.NOM.SG
gyógyítod	2	gyógyít	gyógyít-od	V-IND.PRS.DEF.2.SG
viszi	17	visz	visz-i	V-IND.PRS.DEF.3.SG.i
szánkó	1	szánkó	szánkó	N.NOM.SG
rakjunk	7	rak	rak-junk	V-SBJV.PRS.INDF.1.PL
sétálnak	5	sétál	sétál-nak	V-IND.PRS.INDF.3.PL
szólna	1	szól	szól-na	V-COND.PRS.INDF.3.SG
locsollak	1	locsol	locsol-lak	V-IND.PRS.LGSPEC1.1.SG
nyúlsz	2	nyúl	nyúl-sz	V-IND.PRS.INDF.2.SG.asz
megfelel	2	megfelel	megfelel	V.IND.PRS.INDF.3.SG
csináljunk	158	csinál	csinál-junk	V-SBJV.PRS.INDF.1.PL
beszélgetünk	4	beszélget	beszélget-ünk	V-IND.PRS.INDF.1.PL
kincs	2	kincs	kincs	N.NOM.SG
magnó	65	magnó	magnó	N.NOM.SG
lelövöd	3	lelő	lelő-öd	V-IND.PRS.DEF.2.SG
vizet	57	víz	víz-et	N.SG-ACC
viselkedjen	1	viselkedik	viselked-jen	V-SBJV.PRS.INDF.3.SG
napod	1	nap	nap-od	N.NOM-PSS2S.SG
táncolnak	4	táncol	táncol-nak	V-IND.PRS.INDF.3.PL
fogalmam	1	fogalom	fogalom-am	N.NOM-PSS1S.SG
hozol	21	hoz	hoz-ol	V-IND.PRS.INDF.2.SG.Ol
száj	6	száj	száj	N.NOM.SG
kapj	1	kap	kap-j	V-SBJV.PRS.INDF.2.SG
hull	2	hull	hull	V.IND.PRS.INDF.3.SG
beszélgetnek	3	beszélget	beszélget-nek	V-IND.PRS.INDF.3.PL
teáskanna	1	teáskanna	teáskanna	N.NOM.SG
falnak	1	fal	fal-nak	N.SG-DAT.SG
táncolok	2	táncol	táncol-ok	V-IND.PRS.INDF.1.SG
visszaadod	6	visszaad	visszaad-od	V-IND.PRS.DEF.2.SG
lábaddal	4	láb	láb-ad-val	N.SG-PSS2S-INST
rozmár	5	rozmár	rozmár	N.NOM.SG
köhög	3	köhög	köhög	V.IND.PRS.INDF.3.SG
őzikéből	1	őzike	őzike-ből	N.SG-IN+ABL
vett	8	vesz	vesz-tt	V-IND.PST.INDF.3.SG
magnóra	8	magnó	magnó-ra	N.SG-ON+ALL
fiókot	3	fiók	fiók-ot	N.SG-ACC
kosz	12	kosz	kosz	N.NOM.SG
kéjek	58	kéj	kéj-ek	N.NOM-PL
gyertyánál	1	gyertya	gyertya-nál	N.SG-AT+ESS
vitamin	2	vitamin	vitamin	N.NOM.SG
elbújni	12	elbújik	elbúj-ni	V-NFIN
pocakja	4	pocak	pocak-ja	N.NOM-PSS3S.SG
nadrágja	4	nadrág	nadrág-ja	N.NOM-PSS3S.SG
bánts	2	bánt	bánt-j	V-SBJV.PRS.INDF.2.SG
vezetője	2	vezető	vezető-je	N.NOM-PSS3S.SG
popsid	6	popsi	popsi-d	N.NOM-PSS2S.SG
ágyban	16	ágy	ágy-ban	N.SG-IN+ESS
barátok	1	barát	barát-ok	N.NOM-PL
pelenkád	1	pelenka	pelenka-d	N.NOM-PSS2S.SG
vihartól	1	vihar	vihar-tól	N.SG-AT+ABL
ugrálnak	2	ugrál	ugrál-nak	V-IND.PRS.INDF.3.PL
figyelitek	1	figyel	figyel-itek	V-IND.PRS.DEF.2.PL
süteményt	3	sütemény	sütemény-t	N.SG-ACC
cérna	9	cérna	cérna	N.NOM.SG
nadrágom	7	nadrág	nadrág-om	N.NOM-PSS1S.SG
oktalan	1	oktalan	oktalan	ADJ.NOM.SG
rosszul	3	rossz	rossz-ul	N.SG-BYWAY
fekszünk	1	fekszik	feksz-ünk	V-IND.PRS.INDF.1.PL
iszonyatos	1	iszonyatos	iszonyatos	ADJ.NOM.SG
keresel	22	keres	keres-el	V-IND.PRS.INDF.2.SG.Ol
várlak	7	vár	vár-lak	V-IND.PRS.LGSPEC1.1.SG
szólni	10	szól	szól-ni	V-NFIN
vacsorázni	4	vacsorázik	vacsoráz-ni	V-NFIN
eszt	9	esz	esz-t	N.SG-ACC
szerettem	2	szerette	szerette-m	N.NOM-PSS1S.SG
dörzsöltél	1	dörzsöl	dörzsöl-tél	V-IND.PST.INDF.2.SG
telefonban	1	telefon	telefon-ban	N.SG-IN+ESS
mozog	27	mozog	mozog	V.IND.PRS.INDF.3.SG
micsoda	173	micsoda	micsoda	N.NOM.SG
kiszáll	5	kiszáll	kiszáll	V.IND.PRS.INDF.3.SG
ennek	89	enn	enn-ek	N.NOM-PL
megmostátok	1	megmos	megmos-tátok	V-IND.PST.DEF.2.PL
uszodában	1	uszoda	uszoda-ban	N.SG-IN+ESS
dolgozzak	1	dolgozik	dolgoz-jak	V-SBJV.PRS.INDF.1.SG
babakocsiban	5	babakocsi	babakocsi-ban	N.SG-IN+ESS
húzták	10	húz	húz-ták	V-IND.PST.DEF.3.PL
tészta	14	tészta	tészta	N.NOM.SG
készítesz	3	készít	készít-sz	V-IND.PRS.INDF.2.SG.asz
jele	1	jel	jel-e	N.NOM-PSS3S.SG
zsákom	4	zsák	zsák-om	N.NOM-PSS1S.SG
puhára	1	puha	puha-ra	ADJ.SG-ON+ALL
megcsinálok	1	megcsinál	megcsinál-ok	V-IND.PRS.INDF.1.SG
illeti	2	illet	illet-i	V-IND.PRS.DEF.3.SG.i
kenjem	3	ken	ken-jem	V-SBJV.PRS.DEF.1.SG
tükörnél	1	tükör	tükör-nél	N.SG-AT+ESS
megveszem	2	megvesz	megvesz-em	V-IND.PRS.DEF.1.SG
ebédre	2	ebéd	ebéd-re	N.SG-ON+ALL
saláta	7	saláta	saláta	N.NOM.SG
kettő	120	kettő	kettő	N.NOM.SG
apával	4	apa	apa-val	N.SG-INST
sálba	1	sál	sál-ba	N.SG-IN+ALL
beszedi	1	beszed	beszed-i	V-IND.PRS.DEF.3.SG.i
tetteted	1	tettet	tettet-ed	V-IND.PRS.DEF.2.SG
készítettél	3	készít	készít-ettél	V-IND.PST.INDF.2.SG
rúd	1	rúd	rúd	N.NOM.SG
nézegetik	2	nézeget	nézeget-ik	V-IND.PRS.DEF.3.PL.ik
marha	3	marha	marha	N.NOM.SG
kavard	1	kavar	kavar-d	V-SBJV.PRS.DEF.2.SG
szíven	1	szív	szív-en	N.SG-ON+ESS
viszem	19	visz	visz-em	V-IND.PRS.DEF.1.SG
autón	4	autó	autó-n	N.SG-ON+ESS
ellopott	1	ellop	ellop-ott	V-IND.PST.INDF.3.SG
nagy	674	nagy	nagy	N.NOM.SG
egérnek	10	egér	egér-nek	N.SG-DAT.SG
legyetek	1	légy	légy-etek	N.NOM-PSS2P.SG
obi	1	obi	obi	N.NOM.SG
fölült	3	fölül	fölül-t	V-IND.PST.INDF.3.SG
emberkét	1	emberke	emberke-t	N.SG-ACC
ajtón	10	ajtó	ajtó-n	N.SG-ON+ESS
nyaka	16	nyak	nyak-a	N.NOM-PSS3S.SG
bogár	158	bogár	bogár	N.NOM.SG
szerettek	1	szeret	szeret-tek	V-IND.PRS.INDF.2.PL
beszéltél	4	beszél	beszél-tél	V-IND.PST.INDF.2.SG
alagutat	1	alagút	alagút-at	N.SG-ACC
megkapom	2	megkap	megkap-om	V-IND.PRS.DEF.1.SG
pihennem	1	pihen	pihen-nem	V-NFIN.1.SG
leszállni	4	leszáll	leszáll-ni	V-NFIN
mutattad	3	mutat	mutat-tad	V-IND.PST.DEF.2.SG
bedobja	1	bedob	bedob-ja	V-IND.PRS.DEF.3.SG
orral	1	orr	orr-val	N.SG-INST
hollandok	1	holland	holland-ok	N.NOM-PL
éri	2	ér	ér-i	V-IND.PRS.DEF.3.SG.i
pillangó	2	pillangó	pillangó	N.NOM.SG
nyuszival	2	nyuszi	nyuszi-val	N.SG-INST
mozdonynak	2	mozdony	mozdony-nak	N.SG-DAT.SG
gurult	1	gurul	gurul-t	V-IND.PST.INDF.3.SG
átmenni	2	átmegy	átmegy-nni	V-NFIN
folytasd	2	folytat	folytat-d	V-SBJV.PRS.DEF.2.SG
elrepül	3	elrepül	elrepül	V.IND.PRS.INDF.3.SG
váltani	2	vált	vált-ani	V-NFIN
fájna	1	fáj	fáj-na	V-COND.PRS.INDF.3.SG
kefére	1	kefe	kefe-re	N.SG-ON+ALL
téptél	1	tép	tép-tél	V-IND.PST.INDF.2.SG
verjük	2	ver	ver-jük	V-IND.PRS.DEF.1.PL
megmutatom	32	megmutat	megmutat-om	V-IND.PRS.DEF.1.SG
hajóról	1	hajó	hajó-ról	N.SG-ON+ABL
fája	7	fa	fa-ja	N.NOM-PSS3S.SG
kereke	25	kereke	kereke	N.NOM.SG
tolnak	1	tol	tol-nak	V-IND.PRS.INDF.3.PL
integetett	1	integet	integet-ett	V-IND.PST.INDF.3.SG
apától	1	apa	apa-tól	N.SG-AT+ABL
vérzik	12	vérzik	vérzik	V.IND.PRS.INDF.3.SG
édes	43	édes	édes	ADJ.NOM.SG
dobjuk	4	dob	dob-juk	N.NOM-PSS3P.SG
hoz	26	hoz	hoz	V.IND.PRS.INDF.3.SG
álmos	14	álmos	álmos	ADJ.NOM.SG
szépet	14	szép	szép-et	ADJ.SG-ACC
fazékból	1	fazék	fazék-ból	N.SG-IN+ABL
fodrász	13	fodrász	fodrász	N.NOM.SG
sütit	30	süti	süti-t	N.SG-ACC
ablaka	4	ablak	ablak-a	N.NOM-PSS3S.SG
bácsit	69	bácsi	bácsi-t	N.SG-ACC
edényt	5	edény	edény-t	N.SG-ACC
székre	17	szék	szék-re	N.SG-ON+ALL
fárad	1	fárad	fárad	V.IND.PRS.INDF.3.SG
fán	5	fa	fa-n	N.SG-ON+ESS
pedálja	1	pedál	pedál-ja	N.NOM-PSS3S.SG
söpri	2	söpör	söpör-i	V-IND.PRS.DEF.3.SG.i
hasadba	1	has	has-ad-ba	N.SG-PSS2S-IN+ALL
kavarjam	1	kavar	kavar-jam	V-SBJV.PRS.DEF.1.SG
elvenni	20	elvesz	elvesz-nni	V-NFIN
dugtál	3	dug	dug-tál	V-IND.PST.INDF.2.SG
hurkát	4	hurok	hurok-a-t	N.SG-PSS3S-ACC
főzeléket	1	főzelék	főzelék-et	N.SG-ACC
keresse	2	keres	keres-je	V-SBJV.PRS.DEF.3.SG
kivettük	2	kivesz	kivesz-ttük	V-IND.PST.DEF.1.PL
karácsonyfa	12	karácsonyfa	karácsonyfa	N.NOM.SG
március	1	március	március	N.NOM.SG
tisztán	1	tiszta	tiszta-n	N.SG-ON+ESS
készült	1	készül	készül-t	V-IND.PST.INDF.3.SG
zöldség	3	zöldség	zöldség	N.NOM.SG
ajándékot	24	ajándék	ajándék-ot	N.SG-ACC
köhögök	1	köhög	köhög-ök	V-IND.PRS.INDF.1.SG
saját	2	saját	saját	ADJ.NOM.SG
nézz	387	néz	néz-j	V-SBJV.PRS.INDF.2.SG
forintot	16	forint	forint-ot	N.SG-ACC
mosunk	1	mos	mos-unk	V-IND.PRS.INDF.1.PL
gyümölcs	13	gyümölcs	gyümölcs	N.NOM.SG
gyors	3	gyors	gyors	N.NOM.SG
megérkezett	1	megérkezik	megérkez-ett	V-IND.PST.INDF.3.SG
mutatod	6	mutat	mutat-od	V-IND.PRS.DEF.2.SG
elestem	17	elesik	eles-tem	V-IND.PST.INDF.1.SG
ketrecben	1	ketrec	ketrec-ben	N.SG-IN+ESS
kopog	9	kopog	kopog	V.IND.PRS.INDF.3.SG
mosogatsz	1	mosogat	mosogat-sz	V-IND.PRS.INDF.2.SG.asz
padról	1	pad	pad-ról	N.SG-ON+ABL
köszönsz	4	köszön	köszön-sz	V-IND.PRS.INDF.2.SG.asz
futni	2	fut	fut-ni	V-NFIN
fánk	2	fánk	fánk	N.NOM.SG
cukorkám	1	cukorka	cukorka-m	N.NOM-PSS1S.SG
ója	3	ó	ó-ja	V-IND.PRS.DEF.3.SG
pénztárgépet	1	pénztárgép	pénztárgép-et	N.SG-ACC
lepedőt	1	lepedő	lepedő-t	N.SG-ACC
osztályban	1	osztály	osztály-ban	N.SG-IN+ESS
banánt	22	banán	banán-t	N.SG-ACC
ölébe	4	öl	öl-e-be	N.SG-PSS3S-IN+ALL
zöldből	1	zöld	zöld-ből	ADJ.SG-IN+ABL
sára	1	sára	sára	N.NOM.SG
bújni	8	bújik	búj-ni	V-NFIN
összeszedni	3	összeszed	összeszed-ni	V-NFIN
emeljük	5	emel	emel-jük	V-IND.PRS.DEF.1.PL
ördög	22	ördög	ördög	N.NOM.SG
tóparton	1	tópart	tópart-on	N.SG-ON+ESS
álmodj	1	álmodik	álmod-j	V-SBJV.PRS.INDF.2.SG
hagyom	3	hagy	hagy-om	V-IND.PRS.DEF.1.SG
madár	56	madár	madár	N.NOM.SG
kelljen	1	kell	kell-jen	V-SBJV.PRS.INDF.3.SG
dobta	12	dob	dob-ta	V-IND.PST.DEF.3.SG
mackók	1	mackó	mackó-k	N.NOM-PL
szürke	3	szürke	szürke	ADJ.NOM.SG
felébredt	3	felébred	felébred-t	V-IND.PST.INDF.3.SG
kereket	3	kerék	kerék-et	N.SG-ACC
szalagot	1	szalag	szalag-ot	N.SG-ACC
várj	32	vár	vár-j	V-SBJV.PRS.INDF.2.SG
kelj	3	kel	kel-j	V-SBJV.PRS.INDF.2.SG
pisztoly	5	pisztoly	pisztoly	N.NOM.SG
találni	1	talál	talál-ni	V-NFIN
felvesszük	3	felvesz	felvesz-jük	V-IND.PRS.DEF.1.PL
valóban	2	való	való-ban	N.SG-IN+ESS
vadultok	1	vadul	vadul-tok	V-IND.PRS.INDF.2.PL
megpróbálod	1	megpróbál	megpróbál-od	V-IND.PRS.DEF.2.SG
fordult	1	fordul	fordul-t	V-IND.PST.INDF.3.SG
lemegy	8	lemegy	lemegy	V.IND.PRS.INDF.3.SG
megmutatjuk	1	megmutat	megmutat-juk	V-IND.PRS.DEF.1.PL
lábadnak	1	láb	láb-ad-nak	N.SG-PSS2S-DAT.SG
valódi	1	valódi	valódi	ADJ.NOM.SG
összekapcsoltad	1	összekapcsol	összekapcsol-tad	V-IND.PST.DEF.2.SG
ferde	1	ferde	ferde	ADJ.NOM.SG
kikapcsoljam	1	kikapcsol	kikapcsol-jam	V-SBJV.PRS.DEF.1.SG
képzelsz	1	képzel	képzel-sz	V-IND.PRS.INDF.2.SG.asz
falatokat	1	fal	fal-atok-at	N.SG-PSS2P-ACC
név	3	név	név	N.NOM.SG
szőnyeget	2	szőnyeg	szőnyeg-et	N.SG-ACC
balra	2	bal	bal-ra	ADJ.SG-ON+ALL
ágyat	4	ágy	ágy-at	N.SG-ACC
lámpái	1	lámpa	lámpa-i	N.NOM-PSS3S.PL
kijössz	5	kijön	kijön-sz	V-IND.PRS.INDF.2.SG.asz
létrát	3	létra	létra-t	N.SG-ACC
folytatjuk	1	folytat	folytat-juk	V-IND.PRS.DEF.1.PL
mért	108	mér	mér-t	V-IND.PST.INDF.3.SG
tóra	1	tó	tó-ra	N.SG-ON+ALL
kedd	1	kedd	kedd	N.NOM.SG
tudjunk	2	tud	tud-junk	V-SBJV.PRS.INDF.1.PL
építést	1	építés	építés-t	N.SG-ACC
lacival	6	laci	laci-val	N.SG-INST
játszott	5	játszik	játsz-ott	V-IND.PST.INDF.3.SG
mosni	46	mos	mos-ni	V-NFIN
hagyjatok	2	hagy	hagy-jatok	V-SBJV.PRS.INDF.2.PL
elvette	86	elvesz	elvesz-tte	V-IND.PST.DEF.3.SG
elbújtak	5	elbújik	elbúj-tak	V-IND.PST.INDF.3.PL
meghalni	4	meghal	meghal-ni	V-NFIN
eldönteni	1	eldönt	eldönt-eni	V-NFIN
szobátok	1	szoba	szoba-tok	N.NOM-PSS2P.SG
nej	1	nej	nej	N.NOM.SG
telefonáltál	1	telefonál	telefonál-tál	V-IND.PST.INDF.2.SG
zöldet	28	zöld	zöld-et	ADJ.SG-ACC
jegesmedvének	1	jegesmedve	jegesmedve-nek	N.SG-DAT.SG
állomásra	1	állomás	állomás-ra	N.SG-ON+ALL
menjetek	22	megy	megy-jetek	V-SBJV.PRS.INDF.2.PL
balatonon	7	balaton	balaton-on	N.SG-ON+ESS
puhát	3	puha	puha-t	ADJ.SG-ACC
mackónak	5	mackó	mackó-nak	N.SG-DAT.SG
jeget	2	jég	jég-et	N.SG-ACC
pohara	1	pohár	pohár-a	N.NOM-PSS3S.SG
csináljon	20	csinál	csinál-jon	V-SBJV.PRS.INDF.3.SG
feküdjünk	4	fekszik	feküd-jünk	V-SBJV.PRS.INDF.1.PL
hajszál	1	hajszál	hajszál	N.NOM.SG
véletlenül	6	véletlen	véletlen-ül	ADJ.SG-BYWAY
ceruzát	10	ceruza	ceruza-t	N.SG-ACC
csokoládét	6	csokoládé	csokoládé-t	N.SG-ACC
krokodil	24	krokodil	krokodil	N.NOM.SG
november	1	november	november	N.NOM.SG
jobbat	4	jobb	jobb-at	N.SG-ACC
magasban	1	magas	magas-ban	ADJ.SG-IN+ESS
kihúztam	3	kihúz	kihúz-tam	V-IND.PST.INDF.1.SG
nyelve	7	nyelve	nyelve	N.NOM.SG
pihenjen	4	pihen	pihen-jen	V-SBJV.PRS.INDF.3.SG
zoltán	9	zoltán	zoltán	N.NOM.SG
megmutatjátok	1	megmutat	megmutat-játok	V-IND.PRS.DEF.2.PL
zsákot	3	zsák	zsák-ot	N.SG-ACC
puha	5	puha	puha	ADJ.NOM.SG
mamával	3	mama	mama-val	N.SG-INST
beszélgetsz	1	beszélget	beszélget-sz	V-IND.PRS.INDF.2.SG.asz
far	1	far	far	N.NOM.SG
törülközzünk	2	törülközik	törülköz-jünk	V-SBJV.PRS.INDF.1.PL
meghalsz	3	meghal	meghal-sz	V-IND.PRS.INDF.2.SG.asz
nyissam	3	nyit	nyit-jam	V-SBJV.PRS.DEF.1.SG
szamarat	1	szamár	szamár-at	N.SG-ACC
piacról	1	piac	piac-ról	N.SG-ON+ABL
vesztek	1	vesz	vesz-tek	V-IND.PRS.INDF.2.PL
vetítesz	1	vetít	vetít-sz	V-IND.PRS.INDF.2.SG.asz
választottál	1	választ	választ-ottál	V-IND.PST.INDF.2.SG
fánkot	4	fa	fa-nk-ot	N.SG-PSS1P-ACC
órám	5	óra	óra-m	N.NOM-PSS1S.SG
folyóba	7	folyó	folyó-ba	N.SG-IN+ALL
papája	3	papa	papa-ja	N.NOM-PSS3S.SG
cicák	4	cica	cica-k	N.NOM-PL
törődjetek	1	törődik	törőd-jetek	V-SBJV.PRS.INDF.2.PL
pisilnek	7	pisil	pisil-nek	V-IND.PRS.INDF.3.PL
jöttünk	9	jön	jön-ttünk	V-IND.PST.INDF.1.PL
viszel	1	visz	visz-el	V-IND.PRS.INDF.2.SG.Ol
szőnyegre	1	szőnyeg	szőnyeg-re	N.SG-ON+ALL
mászunk	4	mászik	mász-unk	V-IND.PRS.INDF.1.PL
vérzett	5	vérzik	vérz-ett	V-IND.PST.INDF.3.SG
tudni	6	tud	tud-ni	V-NFIN
tavasszal	2	tavasz	tavasz-val	N.SG-INST
sírsz	20	sír	sír-sz	V-IND.PRS.INDF.2.SG.asz
dolgoznak	10	dolgozik	dolgoz-nak	V-IND.PRS.INDF.3.PL
érjen	1	ér	ér-jen	V-SBJV.PRS.INDF.3.SG
tudjatok	1	tud	tud-jatok	V-SBJV.PRS.INDF.2.PL
rózsa	3	rózsa	rózsa	N.NOM.SG
teszünk	9	tesz	tesz-ünk	V-IND.PRS.INDF.1.PL
tizennyolc	6	tizennyolc	tizennyolc	N.NOM.SG
szuper	4	szuper	szuper	ADJ.NOM.SG
hálózsákban	1	hálózsák	hálózsák-ban	N.SG-IN+ESS
tudott	4	tud	tud-ott	V-IND.PST.INDF.3.SG
jóllakott	1	jóllakik	jóllak-ott	V-IND.PST.INDF.3.SG
hiszed	1	hisz	hisz-ed	V-IND.PRS.DEF.2.SG
fogta	2	fog	fog-ta	V-IND.PST.DEF.3.SG
válasz	1	válasz	válasz	N.NOM.SG
nyolcadika	1	nyolcadik	nyolcadik-a	N.NOM-PSS3S.SG
tornától	1	torna	torna-tól	N.SG-AT+ABL
helikoptere	1	helikopter	helikopter-e	N.NOM-PSS3S.SG
ragyogó	5	ragyog	ragyog-ó	V-V.PTCP.PRS
tolla	2	toll	toll-a	N.NOM-PSS3S.SG
kapnak	3	kap	kap-nak	V-IND.PRS.INDF.3.PL
fésülök	3	fésül	fésül-ök	V-IND.PRS.INDF.1.SG
veréssel	1	verés	verés-vel	N.SG-INST
asztalhoz	11	asztal	asztal-hoz	N.SG-AT+ALL
elromlott	79	elromlik	elroml-ott	V-IND.PST.INDF.3.SG
homokot	58	homok	homok-ot	N.SG-ACC
menjek	23	megy	megy-jek	V-SBJV.PRS.INDF.1.SG
elérni	1	elér	elér-ni	V-NFIN
függ	1	függ	függ	V.IND.PRS.INDF.3.SG
billenő	1	billen	billen-ő	V-V.PTCP.PRS
varrni	3	varr	varr-ni	V-NFIN
figyeljen	1	figyel	figyel-jen	V-SBJV.PRS.INDF.3.SG
tisztító	1	tisztít	tisztít-ó	V-V.PTCP.PRS
tilos	1	tilos	tilos	ADJ.NOM.SG
kérdez	1	kérdez	kérdez	V.IND.PRS.INDF.3.SG
lapon	1	lap	lap-on	N.SG-ON+ESS
golyó	23	golyó	golyó	N.NOM.SG
kanna	2	kanna	kanna	N.NOM.SG
haragudott	3	haragszik	haragud-ott	V-IND.PST.INDF.3.SG
babád	11	baba	baba-d	N.NOM-PSS2S.SG
megérkeztetek	1	megérkezik	megérkez-tetek	V-IND.PST.INDF.2.PL
rendőr	2	rendőr	rendőr	N.NOM.SG
pakolod	1	pakol	pakol-od	V-IND.PRS.DEF.2.SG
hajtsd	4	hajt	hajt-d	V-SBJV.PRS.DEF.2.SG
énekelje	1	énekel	énekel-je	V-SBJV.PRS.DEF.3.SG
ebéd	62	ebéd	ebéd	N.NOM.SG
puszilod	1	puszil	puszil-od	V-IND.PRS.DEF.2.SG
igazság	2	igazság	igazság	N.NOM.SG
málnát	4	málna	málna-t	N.SG-ACC
mutatni	4	mutat	mutat-ni	V-NFIN
kelünk	1	kel	kel-ünk	N.NOM-PSS1P.SG
fényképeztél	1	fényképez	fényképez-tél	V-IND.PST.INDF.2.SG
mamát	1	mama	mama-t	N.SG-ACC
csengett	1	cseng	cseng-ett	V-IND.PST.INDF.3.SG
piacra	1	piac	piac-ra	N.SG-ON+ALL
névnapja	1	névnap	névnap-ja	N.NOM-PSS3S.SG
megkeresni	14	megkeres	megkeres-ni	V-NFIN
kíván	1	kíván	kíván	V.IND.PRS.INDF.3.SG
igazán	6	igaz	igaz-a-n	N.SG-PSS3S-ON+ESS
megtaláltam	4	megtalál	megtalál-tam	V-IND.PST.INDF.1.SG
közlekedjen	1	közlekedik	közleked-jen	V-SBJV.PRS.INDF.3.SG
találtam	12	talál	talál-tam	V-IND.PST.INDF.1.SG
mászott	1	mászik	mász-ott	V-IND.PST.INDF.3.SG
felvegye	1	felvesz	felvesz-je	V-SBJV.PRS.DEF.3.SG
házikót	26	házikó	házikó-t	N.SG-ACC
vékony	3	vékony	vékony	ADJ.NOM.SG
székkel	4	szék	szék-vel	N.SG-INST
megad	1	megad	megad	V.IND.PRS.INDF.3.SG
hát	1188	há	há-t	N.SG-ACC
próbáld	25	próbál	próbál-d	V-SBJV.PRS.DEF.2.SG
került	4	kerül	kerül-t	V-IND.PST.INDF.3.SG
doboza	2	doboz	doboz-a	N.NOM-PSS3S.SG
kedvelik	1	kedvel	kedvel-ik	V-IND.PRS.DEF.3.PL.ik
levetted	6	levesz	levesz-tted	V-IND.PST.DEF.2.SG
adtad	8	ad	ad-tad	V-IND.PST.DEF.2.SG
fagyit	29	fagyi	fagyi-t	N.SG-ACC
kért	3	kér	kér-t	V-IND.PST.INDF.3.SG
lapra	1	lap	lap-ra	N.SG-ON+ALL
játsszunk	35	játszik	játsz-junk	V-SBJV.PRS.INDF.1.PL
pereccel	1	perec	perec-vel	N.SG-INST
erdőbe	2	erdő	erdő-be	N.SG-IN+ALL
telefonáljon	1	telefonál	telefonál-jon	V-SBJV.PRS.INDF.3.SG
sikerült	23	sikerül	sikerül-t	V-IND.PST.INDF.3.SG
szedi	4	szed	szed-i	V-IND.PRS.DEF.3.SG.i
kádad	2	kád	kád-ad	N.NOM-PSS2S.SG
szállsz	2	száll	száll-sz	V-IND.PRS.INDF.2.SG.asz
magas	44	magas	magas	ADJ.NOM.SG
színt	2	szín	szín-t	N.SG-ACC
tányér	19	tányér	tányér	N.NOM.SG
legyen	71	lesz	lesz-jen	V-SBJV.PRS.INDF.3.SG
cápának	1	cápa	cápa-nak	N.SG-DAT.SG
másznak	1	mászik	mász-nak	V-IND.PRS.INDF.3.PL
telefonálsz	4	telefonál	telefonál-sz	V-IND.PRS.INDF.2.SG.asz
szóltam	1	szól	szól-tam	V-IND.PST.INDF.1.SG
feketével	1	fekete	fekete-vel	N.SG-INST
adni	37	ad	ad-ni	V-NFIN
engedik	1	enged	enged-ik	V-IND.PRS.DEF.3.PL.ik
bagolyhoz	1	bagoly	bagoly-hoz	N.SG-AT+ALL
cukrászdába	1	cukrászda	cukrászda-ba	N.SG-IN+ALL
pörköltöt	1	pörkölt	pörkölt-öt	N.SG-ACC
kérd	9	kér	kér-d	V-SBJV.PRS.DEF.2.SG
hajolj	4	hajol	hajol-j	V-SBJV.PRS.INDF.2.SG
hozzák	2	hoz	hoz-ják	V-IND.PRS.DEF.3.PL
iskola	4	iskola	iskola	N.NOM.SG
tűnt	2	tűnik	tűn-t	V-IND.PST.INDF.3.SG
szúrjon	1	szúr	szúr-jon	V-SBJV.PRS.INDF.3.SG
felállsz	1	feláll	feláll-sz	V-IND.PRS.INDF.2.SG.asz
